Município;AIS;Natureza;Data;Hora;Dia da Semana;Meio Empregado;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
Mucambo;AIS 03;HOMICIDIO DOLOSO;2021-02-09;13:59:59;Terça;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-02-09;16:00:00;Terça;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-02-09;18:00:00;Terça;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;2021-02-09;19:30:00;Terça;Arma de fogo;Masculino;24;Alfabetizado;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-02-09;22:27:00;Terça;Arma de fogo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
Redenção;AIS 29;HOMICIDIO DOLOSO;2021-02-10;02:15:00;Quarta;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;2021-02-10;03:00:00;Quarta;Arma de fogo;Masculino;15;Alfabetizado;Não Informada
Redenção;AIS 29;HOMICIDIO DOLOSO;2021-02-10;09:00:00;Quarta;Arma de fogo;Masculino;20;Alfabetizado;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-02-10;10:17:00;Quarta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Parda
Aquiraz;AIS 15;HOMICIDIO DOLOSO;2021-02-10;17:30:00;Quarta;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-02-10;19:00:00;Quarta;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Pindoretama;AIS 15;HOMICIDIO DOLOSO;2021-02-10;21:29:59;Quarta;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-02-10;21:29:59;Quarta;Arma de fogo;Masculino;56;Não Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2021-02-10;22:00:00;Quarta;Arma de fogo;Masculino;36;Ensino Médio Incompleto;Não Informada
Mombaça;AIS 13;HOMICIDIO DOLOSO;2021-02-11;18:29:59;Quinta;Arma branca;Masculino;69;Não Alfabetizado;Parda
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2021-02-11;22:00:00;Quinta;Arma de fogo;Masculino;32;Não Informada;Não Informada
Nova Olinda;AIS 02;HOMICIDIO DOLOSO;2021-02-12;01:00:00;Sexta;Arma de fogo;Masculino;21;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-02-12;11:03:00;Sexta;Arma de fogo;Feminino;12;Ensino Fundamental Completo;Não Informada
Campos Sales;AIS 33;HOMICIDIO DOLOSO;2021-02-12;13:24:00;Sexta;Arma de fogo;Masculino;31;Ensino Médio Incompleto;Preta
Pedra Branca;AIS 09;HOMICIDIO DOLOSO;2021-02-12;21:00:00;Sexta;Arma de fogo;Masculino;17;Alfabetizado;Parda
Groaíras;AIS 03;HOMICIDIO DOLOSO;2021-02-12;21:00:00;Sexta;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
Banabuiú;AIS 09;HOMICIDIO DOLOSO;2021-02-12;21:40:00;Sexta;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Preta
Fortaleza;AIS 18;LESAO CORPORAL SEGUIDA DE MORTE;2021-02-13;03:00:00;Sábado;Outros meios;Masculino;39;Alfabetizado;Não Informada
Santa Quitéria;AIS 07;HOMICIDIO DOLOSO;2021-02-13;12:00:00;Sábado;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Independência;AIS 07;HOMICIDIO DOLOSO;2021-02-13;13:49:59;Sábado;Arma branca;Masculino;59;Ensino Fundamental Incompleto;Preta
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-13;15:29:59;Sábado;Arma de fogo;Masculino;16;Ensino Fundamental Completo;Parda
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-13;16:00:00;Sábado;Arma de fogo;Masculino;34;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 22;HOMICIDIO DOLOSO;2021-02-13;17:30:00;Sábado;Arma de fogo;Masculino;15;Não Informada;Não Informada
Paraipaba;AIS 23;HOMICIDIO DOLOSO;2021-02-14;01:00:00;Domingo;Arma de fogo;Masculino;32;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2021-02-14;01:59:59;Domingo;Arma de fogo;Masculino;24;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-02-14;04:00:00;Domingo;Arma de fogo;Masculino;26;Alfabetizado;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-14;07:34:59;Domingo;Arma branca;Feminino;23;Ensino Fundamental Completo;Parda
Massapê;AIS 03;HOMICIDIO DOLOSO;2021-02-14;12:00:00;Domingo;Arma de fogo;Masculino;25;Não Informada;Não Informada
Alto Santo;AIS 31;HOMICIDIO DOLOSO;2021-02-14;14:30:00;Domingo;Arma de fogo;Masculino;46;Alfabetizado;Parda
Pentecoste;AIS 11;HOMICIDIO DOLOSO;2021-02-14;15:00:00;Domingo;Arma branca;Masculino;49;Não Alfabetizado;Não Informada
Guaiúba;AIS 24;HOMICIDIO DOLOSO;2021-02-14;16:30:00;Domingo;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Orós;AIS 34;HOMICIDIO DOLOSO;2021-02-14;18:29:59;Domingo;Arma branca;Masculino;27;Alfabetizado;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-02-14;20:36:00;Domingo;Arma de fogo;Masculino;26;Ensino Médio Completo;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-02-14;21:04:00;Domingo;Arma de fogo;Masculino;35;Não Alfabetizado;Não Informada
Forquilha;AIS 03;HOMICIDIO DOLOSO;2021-02-14;21:29:59;Domingo;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Aracoiaba;AIS 29;HOMICIDIO DOLOSO;2021-02-14;22:45:00;Domingo;Arma de fogo;Masculino;33;Ensino Fundamental Completo;Não Informada
Crato;AIS 02;HOMICIDIO DOLOSO;2021-02-15;00:19:59;Segunda;Arma de fogo;Masculino;38;Alfabetizado;Parda
Horizonte;AIS 25;HOMICIDIO DOLOSO;2021-02-15;06:00:00;Segunda;Arma de fogo;Masculino;32;Ensino Médio Completo;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2021-02-15;09:00:00;Segunda;Arma branca;Masculino;25;Ensino Fundamental Incompleto;Não Informada
Itapipoca;AIS 11;HOMICIDIO DOLOSO;2021-02-15;13:00:00;Segunda;Outros meios;Masculino;16;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-02-15;15:55:55;Segunda;Arma branca;Masculino;28;Ensino Médio Completo;Parda
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-02-15;16:40:00;Segunda;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Ibicuitinga;AIS 09;HOMICIDIO DOLOSO;2021-02-15;21:00:00;Segunda;Arma de fogo;Masculino;16;Alfabetizado;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-02-16;01:59:59;Terça;Arma de fogo;Masculino;31;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-02-16;02:30:00;Terça;Arma de fogo;Feminino;14;Ensino Fundamental Incompleto;Parda
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-02-16;02:30:00;Terça;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-02-16;02:30:00;Terça;Arma de fogo;Masculino;17;Ensino Fundamental Incompleto;Não Informada
Guaiúba;AIS 24;ROUBO SEGUIDO DE MORTE (LATROCINIO);2021-02-16;03:00:00;Terça;Arma de fogo;Masculino;26;Ensino Fundamental Completo;Não Informada
Quixeré;AIS 01;HOMICIDIO DOLOSO;2021-02-16;03:00:00;Terça;Arma de fogo;Feminino;28;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-16;16:39:00;Terça;Outros meios;Masculino;25;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 08;HOMICIDIO DOLOSO;2021-02-16;21:00:00;Terça;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Quixadá;AIS 09;HOMICIDIO DOLOSO;2021-02-17;08:30:00;Quarta;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2021-02-17;19:00:00;Quarta;Arma de fogo;Masculino;27;Ensino Fundamental Completo;Não Informada
Croatá;AIS 27;HOMICIDIO DOLOSO;2021-02-17;20:00:00;Quarta;Arma de fogo;Masculino;21;Alfabetizado;Parda
Jijoca de Jericoacoara;AIS 11;LESAO CORPORAL SEGUIDA DE MORTE;2021-02-17;22:49:59;Quarta;Outros meios;Masculino;33;Alfabetizado;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-18;00:12:59;Quinta;Arma de fogo;Masculino;37;Ensino Médio Completo;Não Informada
Tauá;AIS 13;FEMINICÍDIO;2021-02-18;07:00:00;Quinta;Outros meios;Feminino;85;Não Informada;Não Informada
Tianguá;AIS 27;HOMICIDIO DOLOSO;2021-02-18;14:30:00;Quinta;Arma de fogo;Feminino;26;Não Informada;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-18;20:50:00;Quinta;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Parda
Pedra Branca;AIS 09;HOMICIDIO DOLOSO;2021-02-18;21:19:59;Quinta;Arma de fogo;Masculino;39;Alfabetizado;Branca
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-18;23:40:00;Quinta;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;2021-02-19;13:39:00;Sexta;Arma de fogo;Masculino;39;Alfabetizado;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-02-19;13:47:00;Sexta;Arma de fogo;Masculino;34;Superior Completo;Não Informada
Jati;AIS 32;HOMICIDIO DOLOSO;2021-02-19;13:59:59;Sexta;Outros meios;Masculino;48;Não Informada;Não Informada
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2021-02-19;16:30:00;Sexta;Arma de fogo;Masculino;25;Ensino Fundamental Completo;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-02-19;16:45:00;Sexta;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-02-19;18:40:00;Sexta;Arma de fogo;Masculino;23;Não Informada;Não Informada
Eusébio;AIS 15;HOMICIDIO DOLOSO;2021-02-19;19:40:00;Sexta;Arma de fogo;Masculino;18;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-02-19;21:00:00;Sexta;Arma de fogo;Masculino;46;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-02-20;01:00:00;Sábado;Arma de fogo;Masculino;28;Não Informada;Parda
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-02-20;01:30:00;Sábado;Arma de fogo;Masculino;28;Alfabetizado;Não Informada
Jucás;AIS 10;HOMICIDIO DOLOSO;2021-02-20;13:00:00;Sábado;Arma branca;Masculino;35;Não Alfabetizado;Não Informada
Guaraciaba do Norte;AIS 27;HOMICIDIO DOLOSO;2021-02-20;19:59:59;Sábado;Arma de fogo;Masculino;28;Ensino Fundamental Incompleto;Não Informada
Guaraciaba do Norte;AIS 27;HOMICIDIO DOLOSO;2021-02-20;19:59:59;Sábado;Arma de fogo;Masculino;17;Alfabetizado;Não Informada
Pentecoste;AIS 11;HOMICIDIO DOLOSO;2021-02-20;19:59:59;Sábado;Arma de fogo;Masculino;74;Alfabetizado;Não Informada
Uruburetama;AIS 11;HOMICIDIO DOLOSO;2021-02-20;20:19:59;Sábado;Arma de fogo;Masculino;20;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-02-21;01:30:00;Domingo;Arma de fogo;Masculino;18;Alfabetizado;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-02-21;03:00:00;Domingo;Arma de fogo;Masculino;31;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-21;06:59:00;Domingo;Arma de fogo;Masculino;20;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-21;07:59:00;Domingo;Arma branca;Masculino;32;Alfabetizado;Parda
Quixeramobim;AIS 09;HOMICIDIO DOLOSO;2021-02-21;08:30:00;Domingo;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Acaraú;AIS 11;HOMICIDIO DOLOSO;2021-02-21;11:30:00;Domingo;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 20;HOMICIDIO DOLOSO;2021-02-21;12:29:59;Domingo;Arma de fogo;Masculino;34;Ensino Médio Completo;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-02-21;16:58:00;Domingo;Arma de fogo;Masculino;27;Ensino Médio Completo;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-02-21;18:29:59;Domingo;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-02-21;20:30:00;Domingo;Arma de fogo;Masculino;35;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-02-21;20:56:00;Domingo;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Trairi;AIS 23;HOMICIDIO DOLOSO;2021-02-21;22:20:00;Domingo;Arma de fogo;Masculino;34;Ensino Fundamental Incompleto;Parda
São Benedito;AIS 27;HOMICIDIO DOLOSO;2021-02-22;07:00:00;Segunda;Arma de fogo;Masculino;32;Ensino Fundamental Incompleto;Parda
Poranga;AIS 07;HOMICIDIO DOLOSO;2021-02-22;07:00:00;Segunda;Arma branca;Masculino;19;Não Informada;Não Informada
Aurora;AIS 02;HOMICIDIO DOLOSO;2021-02-22;12:29:59;Segunda;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Cascavel;AIS 15;HOMICIDIO DOLOSO;2021-02-22;13:30:00;Segunda;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;2021-02-22;16:30:00;Segunda;Arma de fogo;Masculino;33;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-02-22;22:00:00;Segunda;Arma de fogo;Masculino;23;Ensino Médio Completo;Não Informada
Acarape;AIS 29;HOMICIDIO DOLOSO;2021-02-22;22:30:00;Segunda;Arma de fogo;Masculino;21;Ensino Médio Completo;Não Informada
Itarema;AIS 11;HOMICIDIO DOLOSO;2021-02-22;23:30:00;Segunda;Arma de fogo;Feminino;35;Alfabetizado;Não Informada
Forquilha;AIS 03;HOMICIDIO DOLOSO;2021-02-23;07:30:00;Terça;Arma de fogo;Masculino;22;Não Informada;Não Informada
Chorozinho;AIS 25;HOMICIDIO DOLOSO;2021-02-23;10:00:00;Terça;Arma de fogo;Masculino;22;Alfabetizado;Parda
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-23;10:59:59;Terça;Arma de fogo;Masculino;22;Alfabetizado;Não Informada
Canindé;AIS 04;HOMICIDIO DOLOSO;2021-02-23;12:00:00;Terça;Arma branca;Feminino;50;Alfabetizado;Não Informada
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-02-23;18:00:00;Terça;Arma de fogo;Masculino;30;Ensino Fundamental Incompleto;Parda
Maranguape;AIS 24;HOMICIDIO DOLOSO;2021-02-23;20:40:00;Terça;Arma de fogo;Masculino;29;Alfabetizado;Parda
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2021-02-23;20:50:00;Terça;Arma de fogo;Masculino;22;Ensino Fundamental Completo;Parda
Sobral;AIS 03;HOMICIDIO DOLOSO;2021-02-23;21:29:59;Terça;Arma de fogo;Masculino;22;Ensino Médio Incompleto;Parda
Guaiúba;AIS 24;HOMICIDIO DOLOSO;2021-02-24;01:41:00;Quarta;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Maranguape;AIS 24;HOMICIDIO DOLOSO;2021-02-24;07:00:00;Quarta;Arma de fogo;Masculino;23;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-02-24;07:26:00;Quarta;Outros meios;Masculino;24;Ensino Fundamental Completo;Não Informada
Barro;AIS 32;HOMICIDIO DOLOSO;2021-02-24;10:30:00;Quarta;Arma de fogo;Masculino;43;Ensino Fundamental Incompleto;Não Informada
Morada Nova;AIS 09;HOMICIDIO DOLOSO;2021-02-24;10:59:59;Quarta;Arma de fogo;Masculino;19;Alfabetizado;Parda
Sobral;AIS 03;ROUBO SEGUIDO DE MORTE (LATROCINIO);2021-02-24;11:30:00;Quarta;Arma de fogo;Masculino;35;Superior Incompleto;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-02-24;15:00:00;Quarta;Arma de fogo;Masculino;14;Alfabetizado;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2021-02-24;17:30:00;Quarta;Arma de fogo;Masculino;35;Ensino Fundamental Completo;Parda
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2021-02-24;19:55:00;Quarta;Arma de fogo;Feminino;18;Ensino Fundamental Incompleto;Preta
Jijoca de Jericoacoara;AIS 11;HOMICIDIO DOLOSO;2021-02-24;19:59:59;Quarta;Arma de fogo;Masculino;46;Ensino Fundamental Completo;Branca
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-24;19:59:59;Quarta;Arma de fogo;Feminino;20;Ensino Fundamental Incompleto;Não Informada
Camocim;AIS 28;HOMICIDIO DOLOSO;2021-02-24;21:49:59;Quarta;Arma de fogo;Masculino;16;Alfabetizado;Parda
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-24;22:40:00;Quarta;Arma de fogo;Masculino;19;Alfabetizado;Não Informada
Caucaia;AIS 26;HOMICIDIO DOLOSO;2021-02-25;01:59:59;Quinta;Arma de fogo;Masculino;60;Ensino Fundamental Completo;Parda
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-25;15:19:59;Quinta;Arma de fogo;Masculino;56;Alfabetizado;Não Informada
Eusébio;AIS 15;HOMICIDIO DOLOSO;2021-02-25;17:30:00;Quinta;Arma de fogo;Masculino;27;Ensino Fundamental Incompleto;Branca
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-02-25;19:40:00;Quinta;Arma de fogo;Masculino;20;Não Alfabetizado;Preta
Acaraú;AIS 11;HOMICIDIO DOLOSO;2021-02-25;20:50:00;Quinta;Arma de fogo;Masculino;20;Não Alfabetizado;Não Informada
Horizonte;AIS 25;HOMICIDIO DOLOSO;2021-02-25;22:30:00;Quinta;Arma de fogo;Masculino;16;Alfabetizado;Não Informada
Icapuí;AIS 30;HOMICIDIO DOLOSO;2021-02-25;22:59:59;Quinta;Arma de fogo;Masculino;20;Não Alfabetizado;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-26;10:59:59;Sexta;Arma de fogo;Masculino;25;Alfabetizado;Parda
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-26;13:09:00;Sexta;Arma branca;Masculino;46;Ensino Fundamental Incompleto;Parda
Itapiúna;AIS 29;HOMICIDIO DOLOSO;2021-02-26;15:45:00;Sexta;Arma de fogo;Masculino;19;Ensino Fundamental Incompleto;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-26;17:30:00;Sexta;Arma de fogo;Masculino;32;Alfabetizado;Não Informada
São Gonçalo do Amarante;AIS 23;HOMICIDIO DOLOSO;2021-02-26;20:19:59;Sexta;Arma de fogo;Masculino;27;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-02-26;22:59:59;Sexta;Arma de fogo;Feminino;17;Ensino Fundamental Incompleto;Parda
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2021-02-27;01:49:59;Sábado;Arma de fogo;Masculino;38;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-02-27;01:56:59;Sábado;Arma de fogo;Masculino;22;Não Informada;Parda
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-02-27;01:56:59;Sábado;Arma de fogo;Feminino;23;Ensino Fundamental Completo;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-02-27;02:18:00;Sábado;Arma de fogo;Masculino;23;Alfabetizado;Não Informada
Fortaleza;AIS 16;HOMICIDIO DOLOSO;2021-02-27;02:18:00;Sábado;Arma de fogo;Masculino;31;Alfabetizado;Não Informada
Irauçuba;AIS 11;LESAO CORPORAL SEGUIDA DE MORTE;2021-02-27;06:29:59;Sábado;Outros meios;Masculino;50;Alfabetizado;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-02-27;09:47:00;Sábado;Arma de fogo;Masculino;33;Alfabetizado;Não Informada
Itaitinga;AIS 25;HOMICIDIO DOLOSO;2021-02-27;12:19:59;Sábado;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Ereré;AIS 31;HOMICIDIO DOLOSO;2021-02-27;13:30:00;Sábado;Arma branca;Masculino;35;Alfabetizado;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-27;16:00:00;Sábado;Arma de fogo;Masculino;22;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-27;18:00:00;Sábado;Arma de fogo;Masculino;25;Alfabetizado;Não Informada
Fortaleza;AIS 18;HOMICIDIO DOLOSO;2021-02-27;19:11:00;Sábado;Arma de fogo;Masculino;16;Não Informada;Não Informada
Juazeiro do Norte;AIS 02;HOMICIDIO DOLOSO;2021-02-28;02:10:00;Domingo;Arma de fogo;Masculino;24;Ensino Fundamental Completo;Parda
Fortaleza;AIS 05;ROUBO SEGUIDO DE MORTE (LATROCINIO);2021-02-28;06:00:00;Domingo;Outros meios;Masculino;81;Superior Completo;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-28;06:29:59;Domingo;Outros meios;Masculino;21;Ensino Médio Completo;Parda
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-28;07:59:59;Domingo;Outros meios;Masculino;34;Ensino Fundamental Completo;Parda
Viçosa do Ceará;AIS 27;HOMICIDIO DOLOSO;2021-02-28;07:59:59;Domingo;Arma de fogo;Masculino;19;Não Informada;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-02-28;10:59:59;Domingo;Arma de fogo;Masculino;23;Ensino Médio Completo;Não Informada
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-02-28;16:00:00;Domingo;Arma de fogo;Masculino;21;Ensino Fundamental Incompleto;Não Informada
Milagres;AIS 32;HOMICIDIO DOLOSO;2021-02-28;19:00:00;Domingo;Outros meios;Masculino;19;Ensino Médio Incompleto;Parda
Fortaleza;AIS 17;HOMICIDIO DOLOSO;2021-02-28;19:30:00;Domingo;Outros meios;Masculino;Não Informada;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-28;19:30:00;Domingo;Arma de fogo;Masculino;29;Ensino Fundamental Incompleto;Não Informada
Beberibe;AIS 30;HOMICIDIO DOLOSO;2021-02-28;19:59:59;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-28;20:10:00;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Fortaleza;AIS 21;HOMICIDIO DOLOSO;2021-02-28;20:30:00;Domingo;Arma de fogo;Feminino;40;Ensino Médio Completo;Não Informada
Eusébio;AIS 15;HOMICIDIO DOLOSO;2021-02-28;20:30:00;Domingo;Outros meios;Masculino;20;Ensino Médio Completo;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-28;21:29:59;Domingo;Arma de fogo;Masculino;75;Não Informada;Parda
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-02-28;22:20:00;Domingo;Arma de fogo;Masculino;Não Informada;Não Informada;Não Informada
Limoeiro do Norte;AIS 01;HOMICIDIO DOLOSO;2021-03-01;06:00:00;Segunda;Arma de fogo;Feminino;45;Ensino Fundamental Completo;Não Informada
Jaguaribara;AIS 31;HOMICIDIO DOLOSO;2021-03-01;06:40:00;Segunda;Arma de fogo;Masculino;59;Alfabetizado;Branca
Frecheirinha;AIS 03;HOMICIDIO DOLOSO;2021-03-01;16:00:00;Segunda;Arma de fogo;Masculino;29;Alfabetizado;Parda
São João do Jaguaribe;AIS 01;HOMICIDIO DOLOSO;2021-03-01;18:45:00;Segunda;Arma de fogo;Feminino;59;Não Informada;Não Informada
Pacatuba;AIS 24;HOMICIDIO DOLOSO;2021-03-01;20:30:00;Segunda;Arma de fogo;Masculino;42;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-03-01;22:00:00;Segunda;Arma de fogo;Masculino;42;Ensino Fundamental Completo;Parda
Aracati;AIS 30;HOMICIDIO DOLOSO;2021-03-02;09:00:00;Terça;Arma de fogo;Masculino;57;Ensino Fundamental Incompleto;Não Informada
Maracanaú;AIS 14;HOMICIDIO DOLOSO;2021-03-02;16:54:00;Terça;Arma de fogo;Feminino;45;Não Informada;Preta
Acopiara;AIS 10;HOMICIDIO DOLOSO;2021-03-02;18:39:40;Terça;Arma de fogo;Masculino;45;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-03-02;19:00:00;Terça;Arma de fogo;Feminino;16;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 19;HOMICIDIO DOLOSO;2021-03-02;21:00:00;Terça;Arma de fogo;Masculino;32;Não Informada;Não Informada
Beberibe;AIS 30;HOMICIDIO DOLOSO;2021-03-02;22:00:00;Terça;Arma de fogo;Masculino;18;Ensino Fundamental Incompleto;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-03-03;08:40:00;Quarta;Arma de fogo;Masculino;20;Não Informada;Não Informada
Pacajus;AIS 25;HOMICIDIO DOLOSO;2021-03-03;10:20:00;Quarta;Arma de fogo;Masculino;26;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-03-03;18:24:00;Quarta;Arma de fogo;Masculino;31;Ensino Médio Incompleto;Não Informada
Fortaleza;AIS 06;HOMICIDIO DOLOSO;2021-03-03;19:59:59;Quarta;Arma de fogo;Masculino;22;Ensino Fundamental Incompleto;Não Informada
Fortaleza;AIS 19;FEMINICÍDIO;2021-03-03;20:39:00;Quarta;Arma de fogo;Feminino;12;Ensino Fundamental Incompleto;Não Informada
Caucaia;AIS 12;HOMICIDIO DOLOSO;2021-03-04;04:59:59;Quinta;Arma de fogo;Masculino;45;Ensino Fundamental Incompleto;Não Informada
